Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
33078,652.214,221.386902518904,190.354812125572,1.16302235833608,0.510582618449458,33327,205.222361502712,0.77241733607323,0.992528580430282,0.977167182774258,0.926985106922432,0.0066928744941926,0.0030484808478703,0.859301388455993,0.999386727323554,SEKER
33089,663.915,217.335822126728,194.207048851102,1.11909337695234,0.448903019458828,33466,205.256481738682,0.774410222804718,0.988734835355286,0.943340639820542,0.944420849403268,0.0065682197143077,0.003223218146173,0.891930740787591,0.998153784715584,SEKER
33194,664.658,232.308544254803,182.085601664036,1.27582050492621,0.621001572333122,33520,205.581889883178,0.7736988089411,0.99027446300716,0.944219534016819,0.884951909722653,0.0069985100998615,0.0026476711280204,0.783139882521771,0.999145920346777,SEKER
33251,658.962,217.452162976616,194.983482547544,1.11523376306295,0.442693502941374,33565,205.758324502288,0.757943925233645,0.99064501713094,0.962263101295507,0.94622339776135,0.0065397179927405,0.0032338026694238,0.895338718471033,0.998511968216407,SEKER
33276,704.493,234.788138398934,180.705496041287,1.29928609556673,0.638461899955089,33857,205.835660395878,0.759656652360515,0.982839590040464,0.842534348413973,0.876686794313852,0.0070557800937292,0.0025710034444863,0.768579735324297,0.998604963441218,SEKER
33330,653.776,224.360166693822,189.431387512528,1.18438749586303,0.53584201133043,33580,206.002606842785,0.790184921763869,0.992555092316855,0.979912348116995,0.918178168069874,0.0067314781486295,0.0029511959867829,0.843051148320149,0.99849923844335,SEKER
33421,654.804,219.544082329979,194.025390342122,1.1315224360217,0.467930880223371,33691,206.283636831897,0.763385107354957,0.991985990323825,0.979504999423077,0.939600077773211,0.0065690458792369,0.0031583062082616,0.882848306151425,0.998962666014093,SEKER
33427,665.61,228.223182029707,186.625865588569,1.2228914856467,0.575596241467215,33789,206.302152828957,0.754491693752257,0.989286454171476,0.948129346799019,0.903949156234722,0.006827510157349,0.002812018234437,0.817124077057467,0.999254076550493,SEKER
33446,656.077,224.233933786844,190.256598567,1.17858689514981,0.529237524121514,33713,206.360775859203,0.7678145087236,0.992080206448551,0.976437439959996,0.92029235885131,0.0067043572859787,0.0029664714823037,0.846938025760108,0.998190058164914,SEKER
33459,655.414,219.129947440109,194.543100160034,1.12638252017085,0.46023357712343,33765,206.400876759993,0.786308516638466,0.990937361172812,0.978794213322714,0.94191085778636,0.0065492079093848,0.0031798581955208,0.887196064015837,0.999322138471814,SEKER
33576,666.339,224.588725300139,190.463017786809,1.17917235539935,0.529912303306771,33927,206.761434880946,0.761792399319342,0.989654257670882,0.950272923156273,0.920622505001672,0.0066889660858988,0.0029639106381945,0.847545796715554,0.999402573421896,SEKER
33607,690.171,214.76529721499,199.524143201535,1.07638751766527,0.36999576273767,34162,206.856862056627,0.770802752293578,0.983753878578538,0.886596874986831,0.963176382493279,0.0063904929691727,0.0033926372323237,0.927708743792839,0.998574111847539,SEKER
33631,669.076,224.889400261303,190.753366029564,1.1789537712611,0.529660589693102,34009,206.930710937232,0.762884493240178,0.988885295068952,0.94405814021881,0.920144349608275,0.0066869673890548,0.0029568740252757,0.846665624116036,0.998179630548735,SEKER
33845,670.945,226.381604770418,190.521424480256,1.18822124801968,0.540110506534591,34159,207.588035280364,0.763926507764536,0.990807693433649,0.944779673047757,0.916982788821941,0.0066887754401068,0.0029172329871697,0.840857434995664,0.999124670817176,SEKER
33858,664.46,234.33500135413,184.139291588422,1.27259640966743,0.618486935361369,34142,207.627899150483,0.781254326457151,0.991681799543085,0.963681409327046,0.886030247085084,0.0069211117418078,0.0026311754943603,0.785049598749655,0.999051300779665,SEKER
33961,690.353,238.192498892404,181.654297214681,1.31124065075601,0.646827292438467,34379,207.943473518047,0.770405154031124,0.987841414817185,0.895463526043605,0.873005969898237,0.0070137068664763,0.0025130216368516,0.762139423477961,0.999348193608049,SEKER
34036,666.067,226.9280102067,191.110470591538,1.18741798659329,0.539222369212265,34369,208.172959686425,0.753842746400886,0.990311036108121,0.964078825789416,0.917352421575496,0.0066672937538694,0.0029125554325961,0.841535465370427,0.999254347936998,SEKER
34053,671.582,232.436144132938,186.791440323572,1.2443618601061,0.595136326097011,34362,208.224941389994,0.743986366913548,0.991007508294046,0.948783552484217,0.895837186452823,0.0068257170919724,0.0027117171723651,0.80252426463171,0.998630586717396,SEKER
34151,674.271,231.51360089504,188.035623022045,1.23122202683849,0.583377425712423,34580,208.524347960257,0.750455973806228,0.987593984962406,0.943939861986964,0.900700205750742,0.0067791163039161,0.0027521613741877,0.81126086063943,0.998842241131214,SEKER
34151,662.129,226.524818514271,192.236336380151,1.17836629005618,0.528982778594503,34389,208.524347960257,0.778210737398596,0.993079182296665,0.978876877507323,0.9205364309656,0.0066330361779822,0.0029380288206677,0.847387320734886,0.998532653375016,SEKER
34179,677.064,225.060501742526,193.592892794246,1.16254526958139,0.509987930350184,34576,208.609813766043,0.778015524344996,0.98851804720037,0.936935664759438,0.926905486084345,0.0065847596987192,0.0029982062412914,0.859153780133256,0.998805162936882,SEKER
34246,684.324,229.908504189669,189.991144417768,1.2101011596842,0.563116981029543,34732,208.814179233596,0.779558388345095,0.986007140389266,0.918959080399892,0.908249044416946,0.0067134411081489,0.0028180243711208,0.824916326684295,0.998232203563095,SEKER
34253,672.539,228.004279943417,191.368532321015,1.19144081410912,0.543637824535247,34556,208.835519310805,0.792893518518519,0.991231624030559,0.951641846482255,0.915928066625026,0.006656476219409,0.0028898121751009,0.838924223231457,0.999528559502745,SEKER
34259,676.402,227.544924058459,191.86803821079,1.18594491391252,0.537585123069977,34623,208.853809070081,0.770124761155446,0.989486757357826,0.940967838637026,0.917857473350733,0.0066419021004249,0.0029078582103898,0.842462341385791,0.999113928929309,SEKER
34327,677.311,231.158128342748,189.304371787069,1.22109239295729,0.573880789017942,34714,209.06098118043,0.793596116055947,0.988851760096791,0.940306538949109,0.904406791486242,0.0067340032144594,0.0027791266694071,0.817951644486438,0.998794530889295,SEKER
34397,678.85,229.774702161511,190.931593976552,1.20343991989995,0.556345117669946,34776,209.274032360098,0.772202765804598,0.989101679319071,0.937956690827949,0.91077925633866,0.0066800797209498,0.0028353973615507,0.829518853776803,0.998276102944653,SEKER
34419,687.797,224.143245668034,195.615162734266,1.14583778954049,0.488214124766151,34885,209.340946520836,0.775202702702703,0.986641823133152,0.914297554010418,0.933960538926428,0.0065121951732483,0.0030564780354229,0.872282288271743,0.999494009048613,SEKER
34428,688.178,229.732497873278,191.379071703338,1.20040553979378,0.553194985955554,34908,209.368314331807,0.777770247373772,0.986249570299072,0.913524267541691,0.911356975047106,0.0066728389065086,0.0028395171121088,0.830571535967011,0.99702267296983,SEKER
34483,687.567,233.740724315387,188.587866479368,1.23942610242615,0.590790465329703,35051,209.535484396087,0.740677893289802,0.983795041510941,0.916610562183916,0.896444062153926,0.0067784335561113,0.0027002370110032,0.803611956571032,0.996017635195889,SEKER
34509,668.332,230.32948561906,190.919741307841,1.20642047826618,0.559399185016144,34776,209.614463836029,0.783654282859479,0.992322291235335,0.970862500705161,0.910063526051147,0.0066744758068637,0.0028241239988642,0.828215621448647,0.999176286135596,SEKER
34532,689.551,217.022102585856,202.714908484657,1.07057790770372,0.357077019102264,35057,209.684305466085,0.768333926664293,0.98502438885244,0.912638553174804,0.966188710585975,0.0062846664712688,0.0033783903814932,0.933520624463788,0.999406556936715,SEKER
34594,670.069,233.440887657745,188.865990825778,1.23601335866279,0.587736043391792,34848,209.872458437424,0.78143212107522,0.992711202938476,0.96821452285295,0.899038983886682,0.0067480166403926,0.0027193806515847,0.808271094547997,0.999033870282318,SEKER
34623,675.213,228.194370717705,193.503300520009,1.17927895857315,0.530034969563075,34965,209.960407594779,0.759576148479663,0.99021879021879,0.95431767887179,0.920094597138493,0.0065908318377294,0.0029137340936469,0.846574067683446,0.998346984892773,SEKER
34626,667.845,231.888421086257,190.468282875751,1.21746475363316,0.570382778405612,34913,209.969503680891,0.761848184818482,0.991779566350643,0.975575378294174,0.905476447238337,0.0066969451015496,0.002776931290789,0.81988759650336,0.998184250683844,SEKER
34631,670.02,229.336783696473,192.401402581596,1.19197043586631,0.544213157794032,34953,209.984662948805,0.76068620129157,0.990787629101937,0.969391848199118,0.915617022111549,0.0066222974703726,0.0028710706518692,0.838354531180421,0.99929381594162,SEKER
34676,668.424,226.447506699135,195.193788028223,1.16011635916607,0.506938032748704,34982,210.121047144822,0.777907394113424,0.991252644217026,0.975292283967308,0.927901791491106,0.0065303814367036,0.0029862513875079,0.861001734652404,0.998862197640615,SEKER
34722,670.391,227.259351498407,194.731862679168,1.16703732184203,0.515531503479467,34999,210.260370665264,0.79037581662152,0.992085488156805,0.970863661702516,0.925200082104161,0.0065451112118658,0.0029582811320311,0.855995191925545,0.998978336294445,SEKER
34747,672.202,234.540419154962,188.725982982275,1.24275637857978,0.593731887861297,35043,210.336051263003,0.784144249864597,0.991553234597495,0.966334706344912,0.896800867077983,0.006749947309263,0.0026931728233819,0.804251795191821,0.999489048458875,SEKER
34761,687.872,229.737021397124,192.887572598501,1.19104107279801,0.54320266910642,35171,210.378420505857,0.776816840976133,0.988342668675898,0.923181009636135,0.91573582362329,0.0066090452345192,0.0028668125936522,0.838572098667026,0.998773812014856,SEKER
34787,677.348,230.856637934612,192.645931645796,1.19834681149182,0.551033739089574,35126,210.457083612555,0.726833956666179,0.990349029209133,0.952803043232931,0.911635400634075,0.0066362905089433,0.002827417082373,0.831079103689251,0.995920994003495,SEKER
34792,692.19,228.032660547443,194.338583139702,1.17337821889707,0.523150809289498,35231,210.472207762511,0.784929498025945,0.987539382929806,0.912512068770037,0.922991501556076,0.0065541693650104,0.0029341899926481,0.85191331194474,0.999616524624421,SEKER
34794,671.293,236.61087920035,187.423153116231,1.26244210102268,0.610371181770207,35052,210.4782571182,0.78497461928934,0.992639507018145,0.970264152250808,0.889554435660491,0.0068003356670791,0.0026266380498391,0.791307094003255,0.998979390307621,SEKER
34800,671.796,226.636188574421,195.61382696342,1.15858982001718,0.505001894272023,35120,210.49640414217,0.784632034632035,0.990888382687927,0.968978811891932,0.928785493023983,0.0065125341544373,0.0029894512133644,0.862642492051804,0.999448809605473,SEKER
34841,675.857,231.956964125302,191.611272370017,1.2105601160947,0.563576479016081,35137,210.620366959413,0.78907913212846,0.991575831744315,0.958497188007509,0.908014845571253,0.0066575862956086,0.0027916975374684,0.824490959777787,0.998095871987632,SEKER
34841,670.201,223.72249147379,198.530793245748,1.126890634023,0.461004955462305,35122,210.620366959413,0.787580812875808,0.991999316667616,0.974743465781251,0.941435818866198,0.0064212419699144,0.0031114417151853,0.886301401044269,0.998764747758246,SEKER
34883,672.664,232.322464187597,191.468438727401,1.21337211360647,0.566372342039741,35182,210.747277655007,0.799738640011005,0.991501335910409,0.968784810670316,0.907132585701362,0.0066600482810422,0.0027818916533215,0.822889528041238,0.998471205904026,SEKER
34980,675.203,233.008682688639,191.342760140273,1.2177554171259,0.570665001114299,35276,211.040089259922,0.785290948275862,0.991609025966663,0.964186269651433,0.905717704699988,0.0066611973324368,0.0027650531982599,0.820324560607015,0.998954677480616,SEKER
35022,670.696,231.836185261737,192.603633057894,1.20369580563442,0.556608864424358,35293,211.166747703598,0.791779706999457,0.992321423511745,0.978361547357034,0.910844644312948,0.0066197300343137,0.0028105885804813,0.829637966073581,0.998631739957837,SEKER
35042,676.65,225.6145212543,197.895934072212,1.14006648146683,0.480231412834111,35380,211.227034554315,0.800045662100457,0.990446579988694,0.961768562262876,0.936229784235526,0.0064384030949803,0.0030513198831548,0.8765262088897,0.999298150882343,SEKER
35062,701.948,223.264100757669,200.252371364798,1.11491364240052,0.442171640656619,35579,211.287304203315,0.778740227434257,0.985468956406869,0.894204121957755,0.9463559232599,0.0063676943915826,0.0031505036966233,0.895589533489098,0.998504988878116,SEKER
35081,677.561,234.795275157432,190.579238761587,1.23200867357414,0.584098759905428,35395,211.34454445018,0.768443879786209,0.991128690493007,0.96025157469061,0.900122646456458,0.0066929470413452,0.0027102160002253,0.810220778663778,0.998199026823769,SEKER
35085,693.747,245.934942837211,181.85601125932,1.35236081080936,0.673214080819633,35658,211.356593053146,0.735457499213919,0.983930674743396,0.916070944666136,0.859400419537156,0.0070096891217674,0.0023586351461351,0.738569081100641,0.998811881355989,SEKER
35122,679.818,231.796231505501,193.14332588602,1.20012550494388,0.552902155106883,35481,211.468010087078,0.784393425049134,0.989881908627153,0.955000905943581,0.912301329118282,0.0065997446473862,0.002820071538738,0.832293715110984,0.998856915109191,SEKER
35123,685.227,233.224886155997,192.004207712632,1.21468632867181,0.56766767343525,35457,211.471020543556,0.791914682539683,0.990580139323688,0.940010129256237,0.906725795986066,0.0066402325016654,0.0027686428390774,0.822151669106565,0.998656392558459,SEKER
35128,669.663,228.402453594965,195.966868026179,1.16551566035363,0.513667509570547,35376,211.486072183151,0.785527404458955,0.992989597467209,0.98435257091389,0.925936078419661,0.006502005624999,0.0029481605410115,0.85735762131918,0.999263734171043,SEKER
35131,684.17,234.523025493709,190.924540976422,1.22835453365145,0.580728620782057,35466,211.495102652735,0.74998932581871,0.990554333728078,0.943131656104877,0.901809543892347,0.0066756717854233,0.0027235418149793,0.813260453455323,0.998972165041279,SEKER
35134,668.885,226.266431682644,197.955771047047,1.14301508102468,0.484341376106544,35360,211.504132736751,0.797575537445234,0.993608597285068,0.986812284628327,0.93475700820439,0.0064400988126215,0.0030329637053843,0.873770664387223,0.998733046751549,SEKER
35237,676.073,233.927614601491,192.02295689163,1.21822733275329,0.571122485704072,35502,211.813932114564,0.778271048679212,0.992535631795392,0.968772062970618,0.905467840876337,0.0066386926980585,0.0027526719008714,0.819872010861255,0.998790492990586,SEKER
35246,683.282,240.090358737129,186.985513491286,1.28400513095533,0.627256068308807,35599,211.840980439894,0.781282557134307,0.990083991123346,0.948679990984115,0.882338556009387,0.0068118469822711,0.0025467462497794,0.778521327420731,0.999625378966376,SEKER
35259,677.828,234.88963381851,191.297192487456,1.22787810298843,0.580285549392879,35577,211.880044147195,0.752240143369176,0.991061640947803,0.964363679030688,0.902040846599921,0.0066618348171675,0.0027206861030767,0.813677688934703,0.999097017133155,SEKER
35316,682.911,237.776630215736,189.241627140611,1.25647107250384,0.605454602264216,35637,212.051238529434,0.76056338028169,0.990992507786851,0.951597200699663,0.89180857823176,0.0067328301680749,0.0026270237820303,0.795322540207753,0.999299765081315,SEKER
35354,687.741,235.015308381981,191.828254709782,1.22513395504504,0.57771680969225,35726,212.165291375774,0.754363504459523,0.989587415327773,0.939287602176253,0.902772218697054,0.00664748849867,0.0027236424918437,0.814997678851201,0.998481329643496,SEKER
35408,684.211,241.922654035538,186.690713159474,1.29584728635583,0.635991731920651,35765,212.327261085294,0.735093838232852,0.990018174192647,0.950454117758198,0.877665888429381,0.0068324292260375,0.002500758661237,0.770297411712534,0.998187810654604,SEKER
35410,704.701,228.550568204841,197.433811050332,1.15760601990597,0.503746100020513,35997,212.333257590685,0.765952844473286,0.983693085534906,0.896037148330982,0.929042790216907,0.0064544074613058,0.0029660537078075,0.863120506054016,0.999153493712413,SEKER
35510,676.975,227.151612549002,199.323035239466,1.13961546028086,0.479596811960676,35799,212.632867246683,0.77195652173913,0.991927148803039,0.973677814193202,0.936083459239425,0.0063968350478457,0.0030297249239685,0.876252242661647,0.998590602842991,SEKER
35517,678.829,232.996395035574,194.232581971698,1.19957420464875,0.552324609661699,35881,212.653824114119,0.771622238154207,0.989855355201918,0.968557402164718,0.912691477830166,0.0065601372592159,0.0028079454759402,0.833005733703812,0.999252190475603,SEKER
35532,676.181,231.10699672607,195.880197180658,1.17983849338748,0.530677806251511,35820,212.698724734141,0.791640673736744,0.991959798994975,0.976570476702256,0.920347405086364,0.0065041933109892,0.0028785937082681,0.847039346049203,0.999369625882606,SEKER
35539,690.791,247.062481294198,184.042212436033,1.34242290409364,0.667151862334435,35853,212.719675113382,0.826104137610414,0.991242016009818,0.935883360932885,0.860995461549176,0.006951869250519,0.0023565942137423,0.741313184808279,0.995155798393233,SEKER
35565,682.802,227.295701721943,199.383916533488,1.13999015403917,0.480124129649073,35922,212.79747274934,0.801428668003696,0.990061800567897,0.958612544638697,0.936214240468395,0.0063909940031475,0.0030286503903657,0.876497104055814,0.999198068667471,SEKER
35647,683.548,233.60413276836,194.407001861909,1.20162406976624,0.554465018582357,35993,213.042648432595,0.771312965206855,0.990387019698275,0.9587266865078,0.9119815043848,0.0065532620632412,0.0027962849216334,0.831710264339963,0.999403072702539,SEKER
35683,699.955,237.164077228632,192.140905780398,1.23432371813471,0.586208482673038,36188,213.150197454248,0.787495586158192,0.986045097822483,0.915231551768563,0.898745712019301,0.0066464164231884,0.002674943640395,0.807743854873081,0.997017398247405,SEKER
35690,691.225,238.389290851272,190.761978922917,1.24966878723564,0.59971718608021,36059,213.171103462918,0.752572537112011,0.989766771125101,0.93867994156412,0.894214260639384,0.0066794421645074,0.0026344279343174,0.799619143930841,0.999259085846454,SEKER
35702,689.386,233.52723742888,194.803818799143,1.19878161972617,0.551491833709271,36067,213.206937565678,0.783970136144049,0.989879945656695,0.944011947044934,0.91298531131988,0.0065410127563968,0.0028033667655301,0.833542178685858,0.999235043075113,SEKER
35736,684.029,235.661573311109,193.377657525935,1.21865977862258,0.571540919940107,36088,213.308434832418,0.752970922882427,0.990246065174019,0.959769124488874,0.905147291666506,0.0065945145878416,0.002730483906598,0.81929161961121,0.998437743782733,SEKER
35764,674.477,222.122920293272,205.098363856075,1.08300678814358,0.383946726078979,36032,213.391984568091,0.7745148995149,0.9925621669627,0.987919734773072,0.960693224662932,0.0062107963397067,0.0032633673374423,0.922931471913264,0.999541049073413,SEKER
35804,683.756,236.584733687132,192.932802052645,1.22625458797087,0.578769272302695,36096,213.511284619099,0.785347663961395,0.991910460992908,0.962363431046353,0.902472789733986,0.0066077738154153,0.0027037802861422,0.814457136210244,0.998731799983432,SEKER
35809,681.549,232.78712354206,196.047826754553,1.18739966362139,0.539202072047738,36094,213.526192438823,0.765149572649573,0.992103950795146,0.968741460682582,0.917259465170732,0.0065007993393297,0.0028386727664417,0.841364926445297,0.999036430643978,SEKER
35845,683.888,229.295296952314,199.457906258927,1.14959241903729,0.493274837618637,36169,213.633498031165,0.761363636363636,0.991042052586469,0.963093567111756,0.931695943487208,0.0063968558223549,0.0029733302106047,0.868057331110519,0.997912127134399,SEKER
35901,686.097,236.851183435931,193.254865929028,1.22558975318589,0.5781454602746,36225,213.800310793827,0.765594011899431,0.991055900621118,0.95839683109224,0.902677823654029,0.0065973422310222,0.0027019659304944,0.814827253316773,0.998643932281645,SEKER
35932,688.727,242.496230238705,188.791161595121,1.28446812970386,0.627604469169821,36273,213.892597631203,0.742780361757106,0.990599068177432,0.951912516504009,0.882045042187478,0.0067487540420434,0.0025198019994341,0.77800345644751,0.999320644606274,SEKER
35969,704.8,222.254153332092,206.8145460189,1.0746543587499,0.366211228847782,36555,214.002694339532,0.81179470975896,0.983969361236493,0.90992675937218,0.962873769201374,0.006179047327757,0.0032762626235828,0.927125895416061,0.996339884618773,SEKER
35978,687.586,243.53024520922,188.414958266438,1.29252076082432,0.633574162567726,36297,214.02946605662,0.746927420694237,0.99121139488112,0.956297082204394,0.878861949458246,0.0067688655625443,0.0024910262226029,0.772398326205549,0.99834087224663,SEKER
36022,683.433,240.355182403865,191.074308754127,1.25791470329563,0.606653381909713,36323,214.160301831245,0.79242377579304,0.991713239545192,0.969138385971377,0.891015952680376,0.0066724552330205,0.0025942232672692,0.793909427930918,0.998670342479323,SEKER
36032,741.973,238.768228202832,192.47674081264,1.24050431857246,0.591746982096789,36713,214.190026088745,0.77174495063077,0.981450712281753,0.822473718321489,0.897062509953345,0.0066265605074054,0.0026470293617895,0.804721146763795,0.998260057807071,SEKER
36036,681.481,236.171870336909,194.550055415752,1.21393884896209,0.566931813070511,36286,214.201914636813,0.780658997855332,0.993110290470154,0.975077057863732,0.906974714352073,0.0065537759556251,0.0027355967013702,0.822603132474025,0.998589899788129,SEKER
36044,691.115,233.580224413175,196.66807115423,1.18768757451228,0.539520806860597,36384,214.225689753667,0.789538245859984,0.990655233069481,0.948292262505768,0.917139669215864,0.0064804190548544,0.0028282953985777,0.841145172849385,0.999017670154195,SEKER
36059,692.057,237.053247082569,193.85912916606,1.22281188460054,0.575520609046345,36417,214.270260987392,0.791670325810134,0.990169426366807,0.946106031141815,0.903890849943765,0.0065740383006342,0.00270692331654,0.817018668612063,0.999060137919339,SEKER
36100,681.59,236.751848492478,194.344212586829,1.21820889514115,0.571104628763774,36350,214.392041748147,0.769952651111206,0.99312242090784,0.976496398541555,0.905555935944292,0.0065582229499301,0.0027203642964247,0.820031553123943,0.998969732312003,SEKER
36104,698.492,247.968257777305,185.621901987765,1.3358782294648,0.663054390006564,36456,214.403919094587,0.755946398659967,0.990344524906737,0.929912984227519,0.864642599889294,0.0068681657926352,0.0023679201240847,0.747606825543317,0.998711682442606,SEKER
36115,688.089,228.014068009468,201.846146727799,1.12964290726321,0.465143112973338,36464,214.436578405155,0.784154073302067,0.990428916191312,0.958535612661726,0.940453281138125,0.0063135558080982,0.0030465105781367,0.884452374003465,0.999115351105125,SEKER
36120,682.617,225.737954896016,203.979605928385,1.10666923719458,0.428351146550162,36472,214.451421902104,0.760821484992101,0.990348760693135,0.974099692017634,0.950001615815508,0.0062496665253603,0.0031400313430055,0.902503070052076,0.998772384100294,SEKER
36147,710.044,241.696021950513,190.868238470167,1.2662977553926,0.613488463268173,36675,214.531559038622,0.786146150500218,0.98560327198364,0.900972632578604,0.887608978035013,0.0066864752801204,0.002560140215636,0.787849697888359,0.99765230402277,SEKER
36152,694.2,248.935474236144,185.049003281976,1.3452408271382,0.668890084086699,36582,214.546395964289,0.761575732041289,0.988245585260511,0.942698842162494,0.861855453195744,0.0068858009027479,0.002343537781948,0.742794822203242,0.999237921014659,SEKER
36154,679.696,234.968094635598,196.135972372372,1.1979857228306,0.550652642888043,36386,214.552330447271,0.784285652305957,0.993623921288408,0.98341491213136,0.913112611224988,0.0064990898554958,0.0027869531502567,0.833774640778116,0.998850115710393,SEKER
36156,683.782,238.97981067538,192.874917892634,1.23904037542305,0.590447291960557,36404,214.558264766111,0.780401467731491,0.993187561806395,0.971750814708479,0.897809167057873,0.0066096861012108,0.002649090160263,0.806061300453152,0.998742496327468,SEKER
36246,684.492,238.566380184257,193.571226875501,1.23244752866962,0.584500192238753,36557,214.825139447111,0.787460079515088,0.99149273736904,0.972149812552053,0.900483711414788,0.0065818677973916,0.0026695149858382,0.810870914523351,0.999355854674378,SEKER
36257,690.403,221.792506390887,208.314992714814,1.06469776131055,0.343278441034109,36639,214.857734730362,0.788744343891403,0.989573951254128,0.955864628375084,0.968733065993208,0.0061172327106734,0.0033231600659931,0.9384437531486,0.99915896309319,SEKER
36345,682.374,230.786493077513,200.741648660864,1.14966921222913,0.493377287974299,36613,215.118319195273,0.784142394822006,0.992680195558955,0.980865807440068,0.932109658267665,0.0063498828746048,0.0029567425388603,0.868828415035864,0.998865279476568,SEKER
36365,690.321,239.14090141567,193.83464308892,1.23373664069929,0.585675315330153,36680,215.17749892657,0.784303153172583,0.991412213740458,0.958939671257079,0.899793793754055,0.006576128184124,0.0026590224623694,0.809628871278314,0.998868803864067,SEKER
